,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,Unnamed: 0,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,firstInit
202,143,Sep 12,False,CHC,"W,6-5",40,36,6,11,2,0,1,4,4,0,9,0,0,0,1,3,2,0,0.247,0.327,0.439,0.766,7,16,L,J.Steele(31),839,99.0,5.52,1.351,7.9,1.9,4.3,9.3,2.19,J
203,144,Sep 13,True,SDP,"W,9-1",36,32,9,8,1,1,4,9,4,0,7,0,0,0,0,0,0,0,0.247,0.327,0.44,0.768,3,16,R,Y.Darvish(18),3369,92.0,3.9,1.094,7.5,1.5,2.4,10.8,4.52,Y
204,145,Sep 14,True,SDP,"W,6-1",41,33,6,11,3,0,1,4,6,1,10,1,1,0,0,0,0,0,0.248,0.328,0.441,0.769,11,16,R,J.Arrieta(40),3387,36.0,6.58,1.865,13.1,2.2,3.6,6.6,1.8,J
205,146,Sep 15,True,SDP,"L,6-9",40,34,6,9,1,1,4,6,5,0,5,1,0,0,0,2,0,0,0.248,0.328,0.443,0.771,7,19,R,J.Musgrove(51),3368,122.0,3.7,1.081,7.0,1.1,2.7,10.1,3.76,J
206,147,Sep 16,True,SDP,"L,4-7",40,37,4,12,3,0,1,2,2,0,10,1,0,0,0,1,0,0,0.249,0.329,0.443,0.772,9,17,R,P.Johnson(53),3379,121.0,3.31,1.261,7.2,0.9,4.1,11.8,2.85,P
207,148,Sep 17,True,ATL,"W,6-5",46,37,6,8,4,0,4,6,8,5,13,0,0,1,0,0,0,1,0.248,0.329,0.445,0.773,10,20,R,I.Anderson(48),364,121.0,4.12,1.231,7.4,1.1,3.7,8.7,2.34,I
208,149,Sep 18,True,ATL,"W,2-0",34,28,2,5,1,0,0,2,3,0,6,2,1,0,0,0,0,0,0.248,0.329,0.443,0.772,8,18,R,C.Morton(51),362,130.0,3.18,1.045,6.6,0.8,2.8,10.5,3.72,C
209,150,Sep 19,True,ATL,"L,0-3",30,28,0,4,0,0,0,0,1,0,7,0,1,0,0,2,1,0,0.247,0.328,0.442,0.77,3,15,L,M.Fried(75),363,143.0,3.31,1.087,7.6,0.8,2.2,8.6,3.85,M
210,151,Sep 21,False,SDP,"W,6-5",41,36,6,13,4,0,1,6,3,0,8,0,0,2,0,2,0,0,0.248,0.328,0.442,0.771,8,18,R,J.Musgrove(36),3368,122.0,3.7,1.081,7.0,1.1,2.7,10.1,3.76,J
211,152,Sep 22,False,SDP,"W,8-6",41,36,8,12,3,0,0,8,3,0,8,0,1,0,0,0,0,1,0.249,0.329,0.442,0.771,6,16,R,V.Velasquez(40),3386,47.0,7.75,1.5,10.7,4.3,2.8,11.4,4.0,V
212,153,Sep 23,False,SDP,"L,6-7",40,35,6,6,3,0,2,6,5,0,10,0,0,0,0,1,0,0,0.248,0.328,0.442,0.771,5,21,R,Y.Darvish(50),3369,92.0,3.9,1.094,7.5,1.5,2.4,10.8,4.52,Y
213,154,Sep 24,False,COL,"W,7-2",40,37,7,11,0,0,4,7,3,0,8,0,0,0,1,0,0,0,0.249,0.329,0.443,0.772,6,17,R,P.Lambert(46),1428,46.0,7.76,2.471,19.1,3.2,3.2,4.8,1.5,P
214,155,Sep 25,False,COL,"W,7-2",41,38,7,11,0,0,2,7,1,0,7,2,0,0,0,0,1,0,0.249,0.329,0.443,0.772,7,19,R,J.Gray(43),1409,105.0,4.22,1.329,8.5,1.3,3.5,9.5,2.71,J
215,156,Sep 26,False,COL,"W,6-2",41,36,6,10,1,0,1,6,4,0,8,1,0,0,0,1,1,0,0.249,0.329,0.443,0.772,8,18,R,A.Senzatela(49),1408,109.0,3.61,1.34,10.2,0.7,1.8,6.0,3.28,A
216,157,Sep 28,True,ARI,"W,6-4",42,32,6,9,3,0,0,4,7,0,8,2,1,0,1,1,1,0,0.249,0.33,0.443,0.772,12,18,R,L.Weaver(54),200,100.0,4.42,1.188,7.9,1.5,2.7,8.5,3.1,L
217,158,Sep 29,True,ARI,"W,1-0",36,28,1,7,0,0,0,1,4,0,6,1,2,1,0,0,1,0,0.249,0.33,0.442,0.771,11,14,R,M.Kelly(61),196,95.0,4.11,1.291,9.3,1.2,2.3,7.4,3.17,M
218,159,Sep 30,True,ARI,"W,5-4",37,34,5,10,3,0,1,5,2,1,6,0,0,1,0,0,0,0,0.25,0.33,0.442,0.772,7,20,L,M.Bumgarner(39),197,90.0,4.63,1.182,8.2,1.5,2.4,7.6,3.18,M
219,160,Oct 1,True,SDP,"W,3-0",35,30,3,6,1,0,1,3,4,0,8,0,0,1,1,0,0,0,0.249,0.329,0.441,0.771,8,15,R,P.Avila(50),3397,189.0,6.17,1.75,9.0,2.3,6.8,11.3,1.67,P
220,161,Oct 2,True,SDP,"L,2-3",36,35,2,5,1,0,1,2,0,0,11,1,0,0,0,0,0,0,0.249,0.329,0.44,0.769,5,19,R,J.Musgrove(61),3368,122.0,3.7,1.081,7.0,1.1,2.7,10.1,3.76,J
221,162,Oct 3,True,SDP,"W,11-4",40,33,11,10,2,0,1,11,6,0,6,0,0,1,0,0,0,0,0.249,0.329,0.44,0.769,5,12,R,R.Knehr(45),3382,79.0,4.96,1.483,7.1,0.6,6.2,6.2,1.0,R
222,1,Apr 8,True,MIA,"W,6-5",40,33,6,6,1,0,3,5,7,1,7,0,0,0,1,0,1,1,0.182,0.325,0.485,0.81,6,11,R,S.Alcántara(50),1722,180.0,2.99,0.98,6.8,0.6,2.0,8.1,4.14,S
223,2,Apr 9,True,MIA,"L,1-2",33,31,1,5,2,0,0,1,2,0,14,0,0,0,0,1,0,0,0.172,0.274,0.359,0.633,5,10,R,P.López(62),1723,109.0,3.71,1.167,7.9,1.1,2.7,8.7,3.28,P
224,3,Apr 10,True,MIA,"W,3-2",31,29,3,6,2,0,0,3,1,0,5,0,0,1,1,1,0,0,0.183,0.26,0.333,0.593,4,10,L,T.Rogers(47),1724,75.0,4.35,1.505,9.8,1.3,3.8,8.9,2.36,T
225,4,Apr 11,True,SDP,"L,2-4",40,34,2,10,2,0,0,1,4,0,11,1,0,1,0,2,0,0,0.213,0.292,0.339,0.63,11,11,R,N.Martínez(58),3413,109.0,4.43,1.288,8.1,1.3,3.5,8.0,2.32,N
226,5,Apr 12,True,SDP,"W,13-2",43,37,13,15,2,0,3,12,4,0,11,1,0,1,0,1,2,0,0.256,0.332,0.421,0.752,6,12,R,Y.Darvish(3),3402,122.0,3.31,0.95,6.8,1.0,1.7,9.1,5.32,Y
227,6,Apr 13,True,SDP,"W,2-1",29,27,2,4,2,0,0,2,2,0,11,0,0,0,0,1,0,0,0.241,0.315,0.393,0.707,3,10,L,S.Manaea(60),3404,76.0,4.53,1.297,8.8,1.7,2.8,8.9,3.12,S
228,7,Apr 15,False,CLE,"W,4-1",41,36,4,8,2,0,3,4,4,0,9,1,0,0,1,0,0,0,0.238,0.315,0.414,0.729,10,10,R,Z.Plesac(49),1306,88.0,4.45,1.322,9.3,1.3,2.6,6.8,2.63,Z
229,8,Apr 16,False,CLE,"W,4-2",38,33,4,5,1,0,0,3,5,0,9,0,0,0,0,0,2,0,0.227,0.308,0.385,0.693,7,11,R,C.Quantrill(51),1305,112.0,4.12,1.208,8.6,1.0,2.3,6.2,2.72,C
230,9,Apr 17,False,CLE,"W,8-1",39,37,8,11,4,0,2,7,2,0,9,0,0,0,0,1,2,0,0.236,0.311,0.407,0.719,4,11,R,A.Civale(44),1307,77.0,3.86,1.186,8.6,1.3,2.0,9.1,4.45,A
231,10,Apr 19 (1),False,NYM,"L,4-5",42,38,4,9,1,0,1,4,4,0,7,0,0,0,0,1,1,1,0.236,0.311,0.4,0.711,9,11,R,T.Megill(44),2657,76.0,3.77,1.246,8.7,1.3,2.5,9.7,3.92,T
232,11,Apr 19 (2),False,NYM,"L,1-3",32,29,1,2,0,0,0,1,3,0,11,0,0,0,0,0,0,0,0.223,0.299,0.374,0.673,4,9,R,M.Scherzer(78),2648,169.0,2.62,0.908,6.7,0.8,1.5,10.7,7.21,M
233,12,Apr 20,False,NYM,"W,5-2",37,34,5,8,1,0,1,5,3,0,10,0,0,0,0,0,1,0,0.224,0.299,0.372,0.671,5,10,R,C.Bassitt(41),2645,113.0,3.66,1.145,7.9,0.9,2.4,8.3,3.41,C
234,13,Apr 21,False,NYM,"L,2-6",32,31,2,4,0,0,1,2,0,0,9,1,0,0,1,1,0,0,0.217,0.289,0.361,0.651,3,10,R,C.Carrasco(70),2647,97.0,3.53,1.329,9.5,1.0,2.4,9.0,3.71,C
235,14,Apr 22,False,WSN,"W,7-1",42,37,7,12,2,0,1,6,5,0,9,0,0,0,0,0,0,0,0.225,0.299,0.369,0.668,8,10,L,P.Corbin(14),4437,62.0,4.83,1.697,12.4,1.6,2.9,7.5,2.61,P
236,15,Apr 23,False,WSN,"W,5-2",38,34,5,10,1,0,0,5,2,0,5,1,0,1,0,1,1,1,0.23,0.302,0.366,0.668,6,11,R,A.Sanchez(35),4453,48.0,5.44,1.755,13.5,1.7,2.3,4.6,2.0,A
237,16,Apr 24,False,WSN,"W,12-3",48,40,12,15,2,1,2,12,4,0,7,2,0,2,0,0,0,0,0.241,0.312,0.385,0.698,9,11,R,J.Adon(32),4441,56.0,5.11,1.778,10.6,1.1,5.4,7.7,1.41,J
238,17,Apr 25,False,MIL,"W,4-2",36,31,4,6,2,0,2,4,4,1,14,1,0,0,0,1,0,1,0.238,0.312,0.389,0.701,5,11,R,C.Burnes(79),2327,137.0,3.14,0.965,6.4,1.0,2.3,10.8,4.76,C
239,18,Apr 26,True,OAK,"W,8-2",35,31,8,7,1,0,2,8,3,0,6,1,0,0,1,1,0,0,0.238,0.312,0.392,0.704,3,11,R,D.Jefferies(35),2955,65.0,3.77,1.373,10.5,0.9,1.8,6.4,3.5,D
240,19,Apr 27,True,OAK,"L,0-1",32,29,0,3,1,0,0,0,3,0,7,0,0,0,2,2,1,0,0.231,0.306,0.38,0.687,5,10,R,P.Blackburn(64),2942,86.0,4.21,1.257,8.9,1.2,2.4,7.2,2.97,P
241,20,Apr 29,True,WSN,"L,4-14",39,36,4,11,0,0,2,4,2,0,10,0,0,1,0,1,0,0,0.235,0.308,0.385,0.693,8,12,R,A.Sanchez(47),4453,48.0,5.44,1.755,13.5,1.7,2.3,4.6,2.0,A
242,21,Apr 30,True,WSN,"W,9-3",42,34,9,11,1,0,1,7,5,0,7,2,0,1,2,1,2,0,0.24,0.314,0.388,0.702,9,11,R,J.Adon(40),4441,56.0,5.11,1.778,10.6,1.1,5.4,7.7,1.41,J
243,22,May 1,True,WSN,"L,5-11",40,33,5,6,0,0,0,5,7,0,8,0,0,0,0,0,1,0,0.237,0.315,0.379,0.694,8,9,R,J.Gray(69),4438,78.0,5.86,1.359,8.2,2.3,4.0,9.3,2.33,J
244,23,May 3,False,LAD,"L,1-3",35,31,1,6,1,0,0,1,3,0,8,0,0,1,0,1,0,0,0.235,0.313,0.373,0.685,7,13,L,J.Urías(68),2164,186.0,3.71,0.96,6.5,1.2,2.1,8.5,4.05,J
245,24,May 4,False,LAD,"L,1-9",33,31,1,6,0,0,1,1,2,0,6,0,0,0,0,2,1,0,0.234,0.31,0.369,0.679,5,10,R,T.Gonsolin(61),2165,188.0,3.28,0.875,5.5,0.8,2.4,8.2,3.4,T
246,25,May 5,True,STL,"L,1-7",38,34,1,10,1,0,0,1,4,0,5,0,0,0,0,2,0,0,0.236,0.312,0.367,0.68,10,9,R,M.Mikolas(51),3834,118.0,3.87,1.033,7.6,1.1,1.7,6.8,3.92,M
247,26,May 6,True,STL,"L,2-3",34,32,2,7,1,0,0,2,2,0,9,0,0,0,0,1,0,1,0.235,0.311,0.363,0.674,5,11,R,J.Hicks(52),3841,81.0,4.17,1.321,6.8,0.7,5.1,9.2,1.8,J
248,27,May 7,True,STL,"W,13-7",44,32,13,9,1,0,3,13,8,0,6,2,0,2,1,1,0,0,0.237,0.316,0.371,0.687,7,10,L,S.Matz(14),3845,75.0,3.78,1.25,9.4,1.5,1.9,10.1,5.4,S
249,28,May 8,True,STL,"W,4-3",38,30,4,7,1,0,2,4,7,0,1,0,0,1,1,1,0,0,0.237,0.318,0.374,0.692,10,11,R,D.Hudson(38),3836,88.0,4.34,1.446,9.1,0.6,3.9,5.0,1.28,D
250,29,May 9,True,COL,"W,8-5",39,31,8,11,0,1,1,7,5,0,3,0,0,3,0,2,2,0,0.241,0.321,0.379,0.7,7,11,L,A.Gomber(39),1436,83.0,4.54,1.372,9.9,1.4,2.5,6.9,2.79,A
251,30,May 10,True,COL,"W,9-2",42,35,9,12,4,0,0,8,5,0,6,1,0,1,0,0,0,0,0.244,0.325,0.382,0.707,9,11,R,A.Senzatela(26),1438,91.0,4.05,1.69,13.0,0.9,2.2,5.3,2.35,A
252,31,May 11,True,COL,"W,7-1",42,35,7,10,0,0,1,7,5,0,12,1,0,1,0,0,3,0,0.246,0.327,0.381,0.709,11,11,R,C.Kuhl(35),1435,81.0,5.26,1.555,10.2,1.6,3.8,7.2,1.9,C
253,32,May 13,False,STL,"W,8-2",43,34,8,8,2,0,1,8,7,0,8,2,0,0,0,2,0,0,0.246,0.329,0.381,0.711,8,13,R,J.Hicks(50),3841,81.0,4.17,1.321,6.8,0.7,5.1,9.2,1.8,J
254,33,May 14,False,STL,"L,0-4",37,33,0,8,2,0,0,0,4,0,7,0,0,0,0,1,0,1,0.245,0.329,0.379,0.708,10,12,R,D.Hudson(57),3836,88.0,4.34,1.446,9.1,0.6,3.9,5.0,1.28,D
255,34,May 15,False,STL,"L,6-15",37,33,6,7,1,0,3,6,4,0,6,0,0,0,0,1,0,0,0.244,0.328,0.383,0.712,4,13,R,A.Wainwright(61),3835,105.0,3.66,1.283,9.0,0.8,2.5,6.7,2.65,A
256,35,May 16,False,COL,"W,7-6",40,36,7,9,1,0,3,7,3,0,10,0,0,1,1,0,0,0,0.245,0.328,0.388,0.715,6,12,R,A.Senzatela(56),1438,91.0,4.05,1.69,13.0,0.9,2.2,5.3,2.35,A
257,36,May 17,False,COL,"W,10-7",49,42,10,14,6,1,1,9,7,0,10,0,0,0,1,0,0,0,0.248,0.331,0.395,0.726,12,11,R,C.Kuhl(20),1435,81.0,5.26,1.555,10.2,1.6,3.8,7.2,1.9,C
258,37,May 18,False,COL,"L,3-5",38,33,3,8,3,0,0,3,2,0,12,1,0,2,0,0,1,0,0.248,0.33,0.393,0.723,8,10,L,K.Freeland(52),1434,102.0,4.21,1.408,9.9,1.0,2.7,6.8,2.47,K
259,38,May 20,True,SDP,"L,7-8",45,39,7,10,2,0,2,7,5,0,9,0,0,1,0,0,0,0,0.248,0.33,0.395,0.725,9,12,L,S.Manaea(49),3404,76.0,4.53,1.297,8.8,1.7,2.8,8.9,3.12,S
260,39,May 21,True,SDP,"L,1-2",35,32,1,6,3,0,1,1,3,0,6,0,0,0,0,1,0,0,0.246,0.328,0.395,0.723,7,12,R,J.Musgrove(70),3403,129.0,3.59,1.083,7.7,1.1,2.1,9.1,4.38,J
261,40,May 22,True,SDP,"L,1-10",33,29,1,4,1,0,0,1,3,0,9,0,0,1,0,1,0,0,0.244,0.326,0.39,0.716,5,11,L,M.Gore(66),3407,84.0,4.11,1.471,8.5,0.9,4.8,9.3,1.95,M
262,41,May 23,True,NYM,"L,3-13",35,33,3,7,1,0,1,3,1,0,8,1,0,0,0,1,0,0,0.243,0.324,0.389,0.713,5,13,L,D.Peterson(63),2649,101.0,3.64,1.334,7.9,0.9,4.1,10.7,2.63,D
263,42,May 24,True,NYM,"W,13-12",50,44,13,19,2,0,4,13,6,0,10,0,0,0,0,1,0,0,0.249,0.33,0.4,0.73,11,11,R,C.Bassitt(16),2645,113.0,3.66,1.145,7.9,0.9,2.4,8.3,3.41,C
264,43,May 25,True,NYM,"W,9-3",35,30,9,8,4,0,4,9,5,0,10,0,0,0,0,1,0,1,0.249,0.331,0.408,0.739,2,9,L,T.Szapucki(3),2674,8.0,45.86,7.5,47.3,27.0,20.3,13.5,0.67,T
265,44,May 27,False,CIN,"L,1-5",35,31,1,6,0,0,0,1,3,0,3,1,0,0,0,1,0,0,0.248,0.33,0.404,0.733,7,11,R,G.Ashcraft(64),1163,89.0,4.21,1.419,10.2,0.9,2.6,6.1,2.37,G
266,45,May 28,False,CIN,"L,2-3",40,38,2,12,4,0,1,2,2,0,9,0,0,0,0,0,0,0,0.25,0.33,0.406,0.736,11,12,R,V.Gutierrez(54),1176,58.0,6.82,1.909,11.3,2.0,5.9,7.1,1.21,V
267,46,May 29,False,CIN,"W,6-4",39,33,6,6,3,0,1,6,5,0,13,1,0,0,0,0,0,0,0.249,0.33,0.405,0.735,6,12,R,T.Mahle(77),1164,99.0,3.6,1.246,7.8,1.0,3.4,9.8,2.92,T
268,47,May 30,False,PHI,"W,5-4",39,35,5,6,0,0,3,5,2,0,7,2,0,0,0,0,0,1,0.247,0.328,0.406,0.734,5,11,R,K.Gibson(61),3108,79.0,4.28,1.336,9.4,1.3,2.6,7.7,3.0,K
269,48,May 31,False,PHI,"W,7-4",49,43,7,12,4,0,1,6,5,1,11,0,0,1,1,1,0,0,0.248,0.329,0.407,0.735,11,13,L,R.Suárez(47),3109,109.0,3.87,1.333,8.6,0.9,3.4,7.5,2.22,R
270,49,Jun 1,False,PHI,"L,5-6",33,32,5,5,3,0,1,5,0,0,8,1,0,0,0,0,0,0,0.246,0.326,0.405,0.732,1,11,R,A.Nola(47),3107,123.0,2.58,0.961,7.4,0.8,1.3,10.3,8.1,A
271,50,Jun 2,False,MIA,"L,0-3",32,29,0,3,1,0,0,0,3,0,11,0,0,0,0,1,0,0,0.243,0.324,0.401,0.725,5,10,R,S.Alcántara(77),1722,180.0,2.99,0.98,6.8,0.6,2.0,8.1,4.14,S
272,51,Jun 3,False,MIA,"W,15-6",48,41,15,14,4,0,5,15,6,0,13,1,0,0,0,0,0,0,0.246,0.327,0.41,0.737,6,11,L,R.Bleier(47),1731,116.0,3.27,1.441,11.2,0.5,1.8,5.7,3.2,R
273,52,Jun 4,False,MIA,"L,4-5",34,32,4,5,3,1,1,4,2,0,9,0,0,0,0,0,0,0,0.244,0.325,0.41,0.735,3,11,R,P.López(57),1723,109.0,3.71,1.167,7.9,1.1,2.7,8.7,3.28,P
274,53,Jun 5,False,MIA,"W,5-1",40,35,5,9,1,0,1,5,3,0,9,2,0,0,0,0,3,0,0.244,0.325,0.41,0.735,8,9,L,B.Garrett(38),1726,115.0,3.56,1.25,8.8,0.9,2.5,9.2,3.75,B
275,54,Jun 7,True,COL,"L,3-5",37,32,3,5,0,0,1,3,4,0,11,1,0,0,0,0,0,0,0.243,0.324,0.407,0.731,7,11,R,G.Márquez(55),1433,93.0,4.71,1.365,9.2,1.5,3.1,7.4,2.38,G
276,55,Jun 8,True,COL,"W,2-1",37,34,2,7,2,0,0,1,3,0,8,0,0,0,0,0,1,0,0.242,0.323,0.404,0.727,8,10,R,A.Senzatela(61),1438,91.0,4.05,1.69,13.0,0.9,2.2,5.3,2.35,A
277,56,Jun 9,True,COL,"L,2-4",35,33,2,7,0,2,0,2,1,0,8,1,0,0,0,1,0,0,0.242,0.322,0.403,0.725,6,13,L,A.Gomber(58),1436,83.0,4.54,1.372,9.9,1.4,2.5,6.9,2.79,A
278,57,Jun 10,True,LAD,"W,7-2",34,33,7,10,1,0,2,7,1,1,9,0,0,0,0,0,1,1,0.243,0.322,0.405,0.727,3,11,R,W.Buehler(48),2168,101.0,3.8,1.292,9.3,1.1,2.4,8.0,3.41,W
279,58,Jun 11,True,LAD,"W,3-2",35,30,3,5,0,0,1,2,5,0,9,0,0,0,2,1,1,0,0.242,0.321,0.403,0.724,8,11,L,C.Kershaw(50),2166,177.0,2.57,0.942,6.8,0.7,1.6,9.8,5.96,C
280,59,Jun 12,True,LAD,"W,2-0",31,29,2,5,2,0,2,2,2,0,11,0,0,0,0,0,0,0,0.241,0.32,0.403,0.724,5,11,L,J.Urías(68),2164,186.0,3.71,0.96,6.5,1.2,2.1,8.5,4.05,J
281,60,Jun 13,True,KCR,"W,6-2",38,28,6,5,4,0,0,5,9,0,6,1,0,0,0,1,0,0,0.24,0.321,0.402,0.724,8,11,R,B.Singer(55),2007,127.0,3.58,1.141,8.2,1.1,2.1,8.8,4.29,B
282,61,Jun 14,True,KCR,"W,4-2",33,26,4,5,1,0,0,4,4,0,9,1,0,2,0,1,0,0,0.239,0.321,0.4,0.721,5,12,L,K.Bubic(50),2011,73.0,4.78,1.698,10.9,1.3,4.4,7.7,1.75,K
283,62,Jun 15,True,KCR,"L,2-3",38,33,2,7,1,0,1,2,3,0,8,1,0,1,0,0,1,0,0.239,0.321,0.399,0.72,9,11,R,J.Heasley(46),2012,78.0,5.67,1.49,9.3,1.6,4.1,6.1,1.49,J
284,63,Jun 17,False,PIT,"W,2-0",34,29,2,6,1,0,2,2,5,0,11,0,0,0,0,2,0,1,0.238,0.321,0.4,0.72,5,11,R,Z.Thompson(44),3256,79.0,4.87,1.512,10.2,1.4,3.4,6.7,1.96,Z
285,64,Jun 18,False,PIT,"W,7-5",46,36,7,10,2,0,2,7,9,1,8,0,0,1,0,0,2,0,0.239,0.322,0.401,0.724,12,12,L,J.Quintana(49),3258,116.0,3.23,1.272,8.7,0.6,2.7,7.8,2.87,J
286,65,Jun 19,False,PIT,"L,3-4",37,29,3,4,0,1,1,3,5,0,9,3,0,0,1,2,0,0,0.238,0.322,0.4,0.723,7,12,R,M.Keller(61),3254,104.0,3.88,1.396,9.2,0.8,3.4,7.8,2.3,M
287,66,Jun 20,False,ATL,"L,1-2",35,33,1,8,0,0,0,1,2,0,12,0,0,0,0,1,0,0,0.238,0.322,0.398,0.72,7,13,L,M.Fried(69),392,166.0,2.7,1.014,7.6,0.6,1.6,8.3,5.31,M
288,67,Jun 21,False,ATL,"W,12-10",44,37,12,14,3,0,2,12,4,1,10,1,0,2,0,0,0,0,0.24,0.324,0.402,0.725,5,11,R,S.Strider(28),395,154.0,1.83,0.995,5.9,0.5,3.1,13.8,4.49,S
289,68,Jun 22,False,ATL,"L,3-4",36,35,3,6,0,0,2,3,0,0,14,1,0,0,2,0,2,0,0.239,0.322,0.401,0.723,6,10,R,C.Morton(74),394,94.0,4.26,1.233,7.8,1.5,3.3,10.7,3.25,C
290,69,Jun 23,False,ATL,"L,6-7",41,37,6,14,1,0,2,6,2,0,9,2,0,0,0,4,0,0,0.241,0.324,0.403,0.727,8,11,R,K.Wright(35),393,128.0,3.58,1.159,7.8,0.9,2.6,8.7,3.28,K
291,70,Jun 24,True,CIN,"L,2-4",34,32,2,6,0,0,1,2,1,0,9,1,0,0,0,1,0,0,0.24,0.323,0.402,0.724,5,10,R,G.Ashcraft(70),1163,89.0,4.21,1.419,10.2,0.9,2.6,6.1,2.37,G
292,71,Jun 25,True,CIN,"W,9-2",36,31,9,9,2,0,4,9,4,0,6,0,0,1,0,1,1,0,0.241,0.323,0.406,0.729,3,10,L,M.Minor(29),1166,72.0,6.18,1.633,11.0,2.2,3.7,7.0,1.9,M
293,72,Jun 26,True,CIN,"L,3-10",34,32,3,5,1,0,1,3,2,0,9,0,0,0,0,0,0,0,0.24,0.322,0.404,0.726,4,11,R,T.Mahle(60),1164,99.0,3.6,1.246,7.8,1.0,3.4,9.8,2.92,T
294,73,Jun 28,True,DET,"W,4-3",36,31,4,7,1,0,0,4,5,0,9,0,0,0,0,0,0,0,0.24,0.322,0.403,0.724,8,10,L,T.Skubal(45),1568,111.0,2.96,1.156,8.0,0.7,2.4,8.9,3.66,T
295,74,Jun 29,True,DET,"L,2-3",38,33,2,7,2,0,1,2,5,0,7,0,0,0,0,1,0,0,0.239,0.322,0.402,0.724,9,13,R,R.García(57),1582,89.0,4.52,1.039,7.1,1.6,2.3,8.5,3.69,R
296,75,Jul 1,True,CHW,"L,0-1",34,29,0,3,1,0,0,0,5,0,7,0,0,0,0,1,0,0,0.238,0.321,0.399,0.72,7,11,R,L.Lynn(69),1025,99.0,3.82,1.134,8.8,1.4,1.4,9.2,6.53,L
297,76,Jul 2,True,CHW,"L,3-5",41,35,3,8,2,0,1,3,5,0,8,1,0,0,0,0,1,0,0.238,0.321,0.399,0.72,11,12,R,D.Cease(56),1022,180.0,3.1,1.109,6.2,0.8,3.8,11.1,2.91,D
298,77,Jul 3,True,CHW,"L,4-13",36,34,4,7,5,0,0,4,2,0,11,0,0,0,0,0,0,0,0.237,0.32,0.398,0.718,5,10,R,L.Giolito(67),1023,81.0,4.06,1.435,9.5,1.3,3.4,9.9,2.9,L
299,78,Jul 4,False,ARI,"L,3-8",37,32,3,7,2,0,0,3,3,0,8,2,0,0,0,2,1,0,0.237,0.32,0.397,0.717,7,13,L,M.Bumgarner(46),239,82.0,4.85,1.437,10.2,1.4,2.8,6.4,2.29,M
300,79,Jul 5,False,ARI,"L,2-6",36,29,2,6,1,0,0,2,5,1,10,0,1,1,0,1,0,0,0.237,0.32,0.395,0.715,7,12,L,T.Gilbert(50),249,77.0,5.94,1.252,8.7,2.1,2.6,5.2,2.0,T
301,80,Jul 6,False,ARI,"W,7-5",39,32,7,6,3,0,1,7,5,1,8,1,0,1,0,0,1,0,0.236,0.32,0.395,0.715,5,13,R,M.Kelly(64),237,119.0,3.65,1.138,7.5,0.9,2.7,8.0,2.9,M
302,81,Jul 7,False,SDP,"L,1-2",39,32,1,2,1,0,0,1,5,1,12,2,0,0,0,0,1,0,0.234,0.319,0.391,0.71,9,13,R,J.Musgrove(77),3403,129.0,3.59,1.083,7.7,1.1,2.1,9.1,4.38,J
303,82,Jul 8,False,SDP,"L,3-6",36,32,3,5,0,0,2,3,4,0,14,0,0,0,1,1,0,0,0.233,0.318,0.39,0.709,6,12,L,B.Snell(71),3405,112.0,2.8,1.203,7.2,0.8,3.6,12.0,3.35,B
304,83,Jul 9,False,SDP,"W,3-1",38,33,3,7,2,0,1,3,3,0,7,1,0,1,0,0,1,0,0.233,0.318,0.39,0.708,8,11,R,Y.Darvish(71),3402,122.0,3.31,0.95,6.8,1.0,1.7,9.1,5.32,Y
305,84,Jul 10,False,SDP,"W,12-0",48,44,12,17,2,1,3,12,4,0,10,0,0,0,0,0,0,0,0.235,0.32,0.395,0.714,9,10,L,M.Gore(13),3407,84.0,4.11,1.471,8.5,0.9,4.8,9.3,1.95,M
306,85,Jul 11,True,ARI,"L,3-4",38,34,3,8,3,0,0,3,4,0,5,0,0,0,0,1,1,0,0.235,0.32,0.394,0.713,8,13,R,M.Kelly(61),237,119.0,3.65,1.138,7.5,0.9,2.7,8.0,2.9,M
307,86,Jul 12,True,ARI,"W,13-0",41,38,13,14,3,1,4,12,3,0,10,0,0,0,0,0,0,0,0.237,0.321,0.399,0.72,4,11,L,D.Keuchel(14),255,42.0,5.09,1.821,13.0,1.9,3.4,8.7,2.57,D
308,87,Jul 13,True,ARI,"W,4-3",35,30,4,9,3,0,2,4,3,0,8,1,0,1,0,3,0,0,0.238,0.321,0.402,0.723,6,14,R,Z.Gallen(61),238,158.0,3.05,0.913,5.9,0.7,2.3,9.4,4.09,Z
309,88,Jul 14,True,MIL,"L,2-3",37,33,2,4,1,0,0,1,3,0,13,1,0,0,0,1,2,0,0.236,0.32,0.399,0.719,6,13,R,C.Burnes(71),2327,137.0,3.14,0.965,6.4,1.0,2.3,10.8,4.76,C
310,89,Jul 15,True,MIL,"W,8-5",42,35,8,11,0,1,3,8,5,0,5,2,0,0,0,1,1,0,0.237,0.321,0.401,0.723,9,12,R,B.Woodruff(50),2329,132.0,3.08,1.07,7.2,1.1,2.5,11.2,4.52,B
