,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart,Unnamed: 0,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,firstInit
311,90,Jul 16,True,MIL,"W,2-1",32,28,2,4,1,0,1,1,3,0,6,1,0,0,0,0,0,0,0.236,0.321,0.4,0.721,6,10,L,E.Lauer(70),2328,109.0,4.5,1.223,7.7,1.5,3.3,8.9,2.66,E
312,91,Jul 17,True,MIL,"W,9-5",38,34,9,12,3,0,2,9,3,0,9,0,0,1,1,1,1,0,0.238,0.322,0.403,0.724,5,10,L,A.Ashby(41),2330,91.0,4.06,1.425,8.9,1.3,3.9,10.6,2.68,A
313,92,Jul 21,False,LAD,"L,6-9",40,33,6,6,1,0,2,6,6,1,7,1,0,0,0,0,0,0,0.237,0.322,0.403,0.724,7,13,R,M.White(64),2174,109.0,3.95,1.25,8.2,1.0,3.1,7.6,2.47,M
314,93,Jul 22,False,LAD,"L,1-5",37,34,1,7,1,0,0,1,3,0,7,0,0,0,0,0,0,0,0.237,0.321,0.401,0.722,9,13,L,T.Anderson(66),2163,157.0,3.31,1.002,7.3,0.7,1.7,7.0,4.06,T
315,94,Jul 23,False,LAD,"L,2-4",37,32,2,5,1,0,0,2,5,0,9,0,0,0,1,1,0,0,0.236,0.321,0.399,0.719,8,11,L,J.Urías(71),2164,186.0,3.71,0.96,6.5,1.2,2.1,8.5,4.05,J
316,95,Jul 24,False,LAD,"L,4-7",37,35,4,7,3,0,1,4,2,0,14,0,0,0,1,0,1,0,0.236,0.32,0.398,0.718,6,12,L,C.Kershaw(41),2166,177.0,2.57,0.942,6.8,0.7,1.6,9.8,5.96,C
317,96,Jul 25,False,ARI,"L,0-7",28,27,0,3,1,0,0,0,0,0,8,1,0,0,0,1,0,0,0.234,0.318,0.396,0.715,1,11,R,M.Kelly(83),237,119.0,3.65,1.138,7.5,0.9,2.7,8.0,2.9,M
318,97,Jul 26,False,ARI,"L,3-7",37,34,3,7,1,0,1,3,2,0,9,1,0,0,0,0,0,0,0.234,0.318,0.395,0.713,7,12,L,T.Gilbert(47),249,77.0,5.94,1.252,8.7,2.1,2.6,5.2,2.0,T
319,98,Jul 27,False,ARI,"L,3-5",37,34,3,7,3,0,0,2,3,0,7,0,0,0,0,0,1,0,0.234,0.317,0.394,0.712,7,12,R,Z.Gallen(59),238,158.0,3.05,0.913,5.9,0.7,2.3,9.4,4.09,Z
320,99,Jul 28,True,CHC,"W,4-2",35,32,4,7,2,0,0,4,2,0,12,1,0,0,2,1,1,0,0.234,0.317,0.393,0.71,7,12,L,J.Steele(48),869,132.0,3.2,1.353,8.4,0.6,3.8,9.5,2.52,J
321,100,Jul 29,True,CHC,"L,2-4",42,39,2,13,5,0,1,2,3,0,6,0,0,0,0,0,0,0,0.235,0.318,0.395,0.713,13,12,R,M.Stroman(58),868,119.0,3.76,1.147,8.0,1.0,2.3,7.7,3.31,M
322,101,Jul 30,True,CHC,"W,5-4",36,31,5,7,1,0,2,5,4,0,10,1,0,0,0,0,0,0,0.235,0.318,0.396,0.714,7,11,L,D.Smyly(31),871,121.0,4.23,1.194,8.5,1.4,2.2,7.7,3.5,D
323,102,Jul 31,True,CHC,"W,4-0",39,32,4,9,2,0,0,4,3,0,11,4,0,0,0,1,1,0,0.235,0.319,0.395,0.714,11,10,R,A.Sampson(41),872,135.0,3.79,1.227,8.7,0.9,2.3,6.3,2.7,A
324,103,Aug 1,True,LAD,"L,2-8",35,32,2,5,0,0,1,2,2,0,8,1,0,0,0,0,0,0,0.235,0.318,0.394,0.712,6,12,L,A.Heaney(55),2167,130.0,3.75,1.087,7.4,1.7,2.4,13.6,5.79,A
325,104,Aug 2,True,LAD,"L,5-9",37,33,5,7,1,0,1,4,4,0,8,0,0,0,0,1,0,0,0.234,0.318,0.393,0.711,5,10,L,T.Anderson(34),2163,157.0,3.31,1.002,7.3,0.7,1.7,7.0,4.06,T
326,105,Aug 3,True,LAD,"L,0-3",37,34,0,8,1,0,0,0,1,0,8,2,0,0,0,0,0,0,0.234,0.318,0.392,0.71,10,13,L,J.Urías(64),2164,186.0,3.71,0.96,6.5,1.2,2.1,8.5,4.05,J
327,106,Aug 4,True,LAD,"L,3-5",33,31,3,5,1,0,1,2,2,0,8,0,0,0,1,2,1,0,0.234,0.317,0.391,0.708,3,12,L,C.Kershaw(53),2166,177.0,2.57,0.942,6.8,0.7,1.6,9.8,5.96,C
328,107,Aug 6,False,OAK,"W,7-3",44,38,7,11,3,0,3,7,6,0,4,0,0,0,0,0,1,0,0.234,0.318,0.393,0.711,10,13,R,A.Oller(33),2944,59.0,6.5,1.628,9.9,2.1,4.7,5.6,1.18,A
329,108,Aug 7,False,OAK,"W,6-4",41,36,6,9,1,0,3,6,5,2,11,0,0,0,0,0,1,0,0.234,0.318,0.395,0.712,8,12,R,A.Martinez(51),2945,60.0,5.35,1.526,10.8,2.0,3.0,8.3,2.79,A
330,109,Aug 8,False,SDP,"W,1-0",36,33,1,7,0,0,0,1,2,0,15,0,0,1,0,0,0,0,0.234,0.317,0.393,0.71,8,9,L,B.Snell(59),3405,112.0,2.8,1.203,7.2,0.8,3.6,12.0,3.35,B
331,110,Aug 9,False,SDP,"L,4-7",40,34,4,9,1,0,1,4,3,0,6,2,0,1,0,1,0,0,0.235,0.318,0.393,0.71,9,13,R,J.Musgrove(65),3403,129.0,3.59,1.083,7.7,1.1,2.1,9.1,4.38,J
332,111,Aug 10,False,SDP,"L,7-13",43,35,7,11,2,0,1,4,5,0,4,2,0,1,0,2,0,0,0.235,0.319,0.393,0.712,9,11,L,S.Manaea(44),3404,76.0,4.53,1.297,8.8,1.7,2.8,8.9,3.12,S
333,112,Aug 12,True,PIT,"W,5-3",37,28,5,7,2,0,1,5,6,1,4,1,1,1,0,0,0,0,0.235,0.319,0.394,0.713,8,11,R,B.Wilson(39),3257,74.0,5.06,1.418,10.3,1.6,2.5,6.1,2.47,B
334,113,Aug 13,True,PIT,"W,2-0",35,29,2,5,3,0,1,2,5,0,12,1,0,0,0,0,1,0,0.235,0.319,0.394,0.713,9,11,R,T.Beede(45),3265,78.0,4.89,1.548,9.9,1.0,4.0,6.1,1.52,T
335,114,Aug 14,True,PIT,"W,8-7",42,37,8,13,3,0,2,8,4,0,8,1,0,0,0,1,1,0,0.236,0.32,0.396,0.716,9,12,R,Z.Thompson(31),3256,79.0,4.87,1.512,10.2,1.4,3.4,6.7,1.96,Z
336,115,Aug 15,True,ARI,"W,6-1",36,33,6,9,4,0,1,6,3,0,10,0,0,0,0,0,0,0,0.236,0.32,0.396,0.717,6,10,L,M.Bumgarner(33),239,82.0,4.85,1.437,10.2,1.4,2.8,6.4,2.29,M
337,116,Aug 16,True,ARI,"W,2-1",34,32,2,7,4,1,1,2,2,0,10,0,0,0,0,1,0,0,0.236,0.32,0.397,0.717,6,11,R,M.Kelly(74),237,119.0,3.65,1.138,7.5,0.9,2.7,8.0,2.9,M
338,117,Aug 17,True,ARI,"L,2-3",37,34,2,8,1,0,2,2,3,0,9,0,0,0,0,1,0,0,0.236,0.32,0.398,0.717,8,12,R,Z.Davies(57),240,98.0,4.83,1.295,8.2,1.4,3.5,6.8,1.96,Z
339,118,Aug 18,True,ARI,"L,0-5",30,30,0,4,1,0,0,0,0,0,12,0,0,0,1,2,0,0,0.235,0.318,0.396,0.714,3,9,R,Z.Gallen(82),238,158.0,3.05,0.913,5.9,0.7,2.3,9.4,4.09,Z
340,119,Aug 19,False,COL,"L,4-7",37,32,4,5,1,0,1,4,4,0,7,1,0,0,0,0,1,0,0.235,0.318,0.395,0.713,6,11,R,J.Ureña(57),1444,90.0,4.53,1.567,10.3,1.0,3.8,6.0,1.58,J
341,120,Aug 20,False,COL,"L,3-4",37,35,3,5,1,1,2,3,2,0,9,0,0,0,0,0,1,0,0.234,0.317,0.395,0.712,5,12,R,R.Feltner(67),1437,80.0,4.76,1.408,9.4,1.5,3.2,7.8,2.4,R
342,121,Aug 21,False,COL,"W,9-8",48,41,9,10,3,0,1,9,4,0,8,0,2,1,2,0,1,0,0.234,0.317,0.395,0.712,8,12,L,K.Freeland(39),1434,102.0,4.21,1.408,9.9,1.0,2.7,6.8,2.47,K
343,122,Aug 23,False,DET,"W,3-1",35,30,3,5,0,0,1,3,5,0,7,0,0,0,0,1,0,0,0.234,0.317,0.394,0.711,5,10,R,D.Hutchison(56),1569,86.0,4.93,1.481,9.7,1.3,3.6,5.8,1.62,D
344,123,Aug 24,False,DET,"L,1-6",38,35,1,8,1,0,0,1,2,0,13,1,0,0,0,0,1,0,0.234,0.316,0.393,0.709,10,12,R,M.Manning(70),1573,114.0,3.78,1.175,7.9,0.9,2.7,6.9,2.53,M
345,124,Aug 26,False,MIN,"L,0-9",32,28,0,4,1,0,0,0,3,0,9,1,0,0,0,3,0,0,0.233,0.316,0.391,0.707,5,9,R,J.Ryan(73),2485,110.0,3.99,1.102,7.0,1.2,2.9,9.2,3.21,J
346,125,Aug 27,False,MIN,"L,2-3",38,31,2,4,1,0,0,2,4,0,12,1,0,2,0,0,0,0,0.232,0.315,0.39,0.705,7,10,R,S.Gray(61),2487,126.0,3.4,1.128,7.4,0.8,2.7,8.8,3.25,S
347,126,Aug 28,False,MIN,"L,3-8",40,36,3,10,4,0,0,3,3,0,7,1,0,0,0,0,0,1,0.233,0.316,0.39,0.705,10,10,R,A.Sanchez(42),2501,84.0,3.43,1.326,9.7,0.6,2.2,7.8,3.57,A
348,127,Aug 29,True,SDP,"L,5-6",39,36,5,11,0,0,1,5,3,0,7,0,0,0,0,2,0,0,0.233,0.316,0.39,0.706,7,12,R,M.Clevinger(51),3406,87.0,4.97,1.198,8.0,1.6,2.8,7.2,2.6,M
349,128,Aug 30,True,SDP,"L,3-4",40,34,3,7,1,0,1,3,5,0,11,1,0,0,0,0,0,1,0.233,0.316,0.389,0.705,10,11,L,B.Snell(69),3405,112.0,2.8,1.203,7.2,0.8,3.6,12.0,3.35,B
350,129,Aug 31,True,SDP,"L,4-5",36,32,4,6,2,0,0,4,2,0,14,2,0,0,0,1,0,0,0.233,0.316,0.388,0.704,5,12,R,J.Musgrove(65),3403,129.0,3.59,1.083,7.7,1.1,2.1,9.1,4.38,J
351,130,Sep 2,True,PHI,"W,13-1",46,34,13,11,2,1,1,12,10,0,9,1,0,1,0,0,0,0,0.233,0.317,0.389,0.706,9,13,R,K.Gibson(15),3108,79.0,4.28,1.336,9.4,1.3,2.6,7.7,3.0,K
352,131,Sep 3,True,PHI,"W,5-4",40,35,5,11,4,0,0,4,5,0,10,0,0,0,1,1,0,0,0.234,0.318,0.389,0.707,11,16,R,N.Syndergaard(37),3119,97.0,3.66,1.317,10.4,0.8,1.5,5.1,3.44,N
353,132,Sep 4,True,PHI,"W,5-3",38,33,5,8,1,0,1,5,5,0,12,0,0,0,0,0,0,0,0.234,0.318,0.389,0.707,7,14,L,R.Suárez(44),3109,109.0,3.87,1.333,8.6,0.9,3.4,7.5,2.22,R
354,133,Sep 5,False,LAD,"W,7-4",40,36,7,9,1,0,5,7,3,0,11,1,0,0,0,0,1,0,0.234,0.318,0.392,0.71,6,10,L,A.Heaney(39),2167,130.0,3.75,1.087,7.4,1.7,2.4,13.6,5.79,A
355,134,Sep 6,False,LAD,"L,3-6",35,35,3,8,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0.234,0.318,0.392,0.709,5,12,L,T.Anderson(52),2163,157.0,3.31,1.002,7.3,0.7,1.7,7.0,4.06,T
356,135,Sep 7,False,LAD,"L,3-7",37,33,3,8,0,0,2,3,3,0,12,0,1,0,0,1,0,0,0.234,0.317,0.392,0.71,7,11,L,C.Kershaw(62),2166,177.0,2.57,0.942,6.8,0.7,1.6,9.8,5.96,C
357,136,Sep 8 (1),False,MIL,"L,1-2",30,29,1,3,1,0,0,1,0,0,14,1,0,0,0,1,0,0,0.233,0.316,0.39,0.707,2,9,R,C.Burnes(86),2327,137.0,3.14,0.965,6.4,1.0,2.3,10.8,4.76,C
358,137,Sep 8 (2),False,MIL,"L,2-4",35,31,2,4,0,1,1,2,4,0,13,0,0,0,0,0,0,0,0.233,0.316,0.39,0.706,6,13,R,F.Peralta(57),2332,113.0,3.06,1.038,6.2,0.7,3.1,9.9,3.19,F
359,138,Sep 9,False,CHC,"L,2-4",36,31,2,3,2,0,0,2,4,0,10,1,0,0,1,0,0,0,0.232,0.315,0.388,0.703,7,11,L,D.Smyly(79),871,121.0,4.23,1.194,8.5,1.4,2.2,7.7,3.5,D
360,139,Sep 10,False,CHC,"W,5-2",38,36,5,11,3,0,2,4,2,0,9,0,0,0,0,1,0,0,0.232,0.315,0.389,0.705,6,11,R,M.Stroman(35),868,119.0,3.76,1.147,8.0,1.0,2.3,7.7,3.31,M
361,140,Sep 11,False,CHC,"W,4-2",36,34,4,8,1,0,2,4,2,0,9,0,0,0,0,0,2,1,0.232,0.315,0.39,0.705,5,9,L,W.Miley(59),882,133.0,3.95,1.216,7.5,0.7,3.4,6.8,2.0,W
362,141,Sep 12,True,ATL,"W,3-2",34,33,3,10,1,0,0,2,1,0,14,0,0,0,0,0,0,1,0.233,0.315,0.389,0.705,7,11,R,S.Strider(47),395,154.0,1.83,0.995,5.9,0.5,3.1,13.8,4.49,S
363,142,Sep 13,True,ATL,"L,1-5",34,29,1,4,1,0,0,1,5,0,9,0,0,0,0,2,0,0,0.232,0.315,0.388,0.703,6,12,R,K.Wright(59),393,128.0,3.58,1.159,7.8,0.9,2.6,8.7,3.28,K
364,143,Sep 14,True,ATL,"W,4-1",34,29,4,5,2,0,0,4,3,0,10,2,0,0,0,0,0,0,0.232,0.315,0.387,0.702,6,11,R,C.Morton(49),394,94.0,4.26,1.233,7.8,1.5,3.3,10.7,3.25,C
365,144,Sep 16,True,LAD,"L,0-5",29,28,0,2,0,0,0,0,1,0,9,0,0,0,0,1,0,0,0.231,0.314,0.385,0.699,2,11,R,D.May(70),2179,90.0,4.38,1.167,6.3,0.9,4.2,8.7,2.07,D
366,145,Sep 17,True,LAD,"L,2-7",36,33,2,5,0,0,1,2,2,0,13,1,0,0,0,0,1,0,0.23,0.313,0.384,0.697,7,11,L,J.Urías(63),2164,186.0,3.71,0.96,6.5,1.2,2.1,8.5,4.05,J
367,146,Sep 18,True,LAD,"L,3-4",42,36,3,6,3,0,0,2,6,1,17,0,0,0,1,0,0,1,0.23,0.313,0.383,0.696,10,13,L,A.Heaney(65),2167,130.0,3.75,1.087,7.4,1.7,2.4,13.6,5.79,A
368,147,Sep 19,False,COL,"W,10-7",48,43,10,15,3,0,2,10,3,0,11,1,0,1,1,1,0,1,0.231,0.313,0.385,0.698,9,14,R,C.Kuhl(33),1435,81.0,5.26,1.555,10.2,1.6,3.8,7.2,1.9,C
369,148,Sep 20,False,COL,"W,6-3",39,35,6,9,4,0,1,6,2,0,9,2,0,0,1,2,0,0,0.231,0.314,0.385,0.699,6,9,L,K.Freeland(55),1434,102.0,4.21,1.408,9.9,1.0,2.7,6.8,2.47,K
370,149,Sep 21,False,COL,"W,6-1",42,41,6,15,2,1,0,5,1,0,9,0,0,0,2,2,0,0,0.232,0.314,0.386,0.7,9,10,R,G.Márquez(40),1433,93.0,4.71,1.365,9.2,1.5,3.1,7.4,2.38,G
371,150,Sep 22,False,COL,"W,3-0",38,35,3,10,2,0,1,3,3,0,10,0,0,0,0,1,0,0,0.233,0.314,0.386,0.701,8,10,R,J.Ureña(52),1444,90.0,4.53,1.567,10.3,1.0,3.8,6.0,1.58,J
372,151,Sep 23,False,ARI,"W,6-5",41,35,6,10,1,0,3,6,5,0,10,0,1,0,0,1,0,0,0.233,0.315,0.388,0.702,8,13,L,T.Henry(35),246,75.0,5.88,1.447,9.0,1.9,4.0,6.9,1.71,T
373,152,Sep 24,False,ARI,"L,2-5",32,31,2,4,1,0,1,2,1,0,8,0,0,0,0,0,0,0,0.232,0.314,0.387,0.701,3,11,R,M.Kelly(66),237,119.0,3.65,1.138,7.5,0.9,2.7,8.0,2.9,M
374,153,Sep 25,False,ARI,"W,3-2",42,35,3,10,2,0,1,3,6,0,7,1,0,0,0,2,0,0,0.233,0.315,0.387,0.702,12,13,R,D.Jameson(60),253,276.0,3.19,1.11,7.4,0.7,2.6,8.9,3.43,D
375,154,Sep 27,True,COL,"W,5-2",34,32,5,9,1,1,2,5,1,0,7,0,0,1,0,0,0,0,0.233,0.314,0.388,0.703,5,9,R,G.Márquez(55),1433,93.0,4.71,1.365,9.2,1.5,3.1,7.4,2.38,G
376,155,Sep 28,True,COL,"W,6-3",37,31,6,9,0,1,0,5,4,0,13,0,0,2,0,0,0,0,0.233,0.315,0.388,0.703,7,11,R,J.Ureña(51),1444,90.0,4.53,1.567,10.3,1.0,3.8,6.0,1.58,J
377,156,Sep 29,True,COL,"W,6-4",34,30,6,9,1,0,1,6,3,0,7,0,0,1,0,2,0,0,0.234,0.315,0.388,0.703,4,11,R,R.Feltner(42),1437,80.0,4.76,1.408,9.4,1.5,3.2,7.8,2.4,R
378,157,Sep 30,True,ARI,"W,10-4",39,35,10,12,2,1,4,9,3,0,5,0,0,1,0,0,0,0,0.234,0.315,0.391,0.706,5,9,R,M.Kelly(14),237,119.0,3.65,1.138,7.5,0.9,2.7,8.0,2.9,M
379,158,Oct 1,True,ARI,"L,4-8",37,33,4,8,1,0,2,4,3,0,8,0,0,1,0,1,2,0,0.235,0.315,0.391,0.707,6,10,R,D.Jameson(57),253,276.0,3.19,1.11,7.4,0.7,2.6,8.9,3.43,D
380,159,Oct 2,True,ARI,"W,4-3",40,32,4,6,1,0,1,4,7,0,9,0,0,1,0,0,0,0,0.234,0.315,0.391,0.706,10,13,R,Z.Davies(57),240,98.0,4.83,1.295,8.2,1.4,3.5,6.8,1.96,Z
381,160,Oct 3,False,SDP,"L,4-7",39,31,4,5,0,0,0,4,5,0,10,3,0,0,0,1,0,0,0.234,0.315,0.39,0.705,8,12,R,J.Musgrove(73),3403,129.0,3.59,1.083,7.7,1.1,2.1,9.1,4.38,J
382,161,Oct 4,False,SDP,"L,2-6",33,30,2,4,0,0,0,1,2,0,11,1,0,0,0,1,0,0,0.233,0.315,0.388,0.703,4,13,L,S.Manaea(75),3404,76.0,4.53,1.297,8.8,1.7,2.8,8.9,3.12,S
383,162,Oct 5,False,SDP,"W,8-1",44,37,8,12,1,0,3,8,4,0,8,1,0,2,0,0,2,0,0.234,0.315,0.39,0.705,9,11,R,C.Stammen(27),3415,86.0,5.15,1.352,10.0,2.0,2.2,7.7,3.5,C
384,1,Mar 30,False,NYY,"L,0-5",33,30,0,4,0,0,0,0,3,0,16,0,0,0,0,1,1,0,0.133,0.212,0.133,0.345,6,14,R,G.Cole(75),2834,165.0,3.16,0.981,6.8,0.9,2.1,9.6,4.63,G
385,2,Apr 1,False,NYY,"W,7-5",44,39,7,12,3,0,2,7,3,0,13,2,0,0,0,0,2,0,0.232,0.312,0.362,0.674,10,10,R,C.Schmidt(42),2835,93.0,4.42,1.352,9.6,1.4,2.6,8.4,3.24,C
386,3,Apr 2,False,NYY,"L,0-6",33,29,0,3,0,0,0,0,2,0,12,2,0,0,0,1,0,0,0.194,0.282,0.286,0.568,6,9,R,J.Brito(68),2837,101.0,4.74,1.218,8.2,1.4,2.8,7.2,2.57,J
387,4,Apr 3,False,CHW,"W,12-3",48,40,12,14,1,0,7,12,8,0,9,0,0,0,0,1,1,0,0.239,0.335,0.464,0.799,9,12,R,M.Kopech(22),1048,81.0,6.46,1.593,8.0,2.0,6.3,9.3,1.47,M
388,5,Apr 5,False,CHW,"L,3-7",41,32,3,4,2,0,1,3,9,0,13,0,0,0,1,0,0,0,0.218,0.332,0.429,0.761,11,11,R,D.Cease(64),1046,97.0,3.72,1.418,8.7,1.0,4.0,10.9,2.71,D
389,6,Apr 6,False,CHW,"W,16-6",54,47,16,20,3,0,5,16,5,0,9,2,0,0,0,0,0,0,0.263,0.368,0.512,0.879,11,11,R,L.Lynn(15),1050,68.0,5.19,1.462,9.8,2.1,3.4,10.8,3.2,L
390,7,Apr 7,True,KCR,"L,1-3",35,30,1,5,0,1,0,1,5,0,8,0,0,0,0,2,0,0,0.251,0.358,0.478,0.835,7,12,R,B.Keller(59),2052,99.0,5.92,1.919,8.3,0.6,8.9,6.2,0.69,B
391,8,Apr 8,True,KCR,"L,5-6",38,37,5,12,2,0,1,5,0,0,11,0,0,1,0,0,0,0,0.261,0.353,0.475,0.828,6,11,R,B.Singer(40),2041,82.0,4.29,1.447,10.3,1.1,2.8,7.5,2.71,B
392,9,Apr 9,True,KCR,"W,3-1",31,29,3,5,1,0,1,3,1,0,11,1,0,0,0,0,1,0,0.252,0.342,0.46,0.802,4,13,L,K.Bubic(77),2066,117.0,2.63,1.313,10.7,0.6,1.1,9.0,8.0,K
393,10,Apr 10,True,LAD,"L,1-9",36,33,1,7,0,0,1,1,2,0,13,1,0,0,0,0,1,1,0.249,0.336,0.445,0.781,8,9,L,J.Urías(66),2196,95.0,4.69,1.159,8.6,1.8,1.8,9.0,4.88,J
394,11,Apr 11,True,LAD,"W,5-0",36,30,5,7,2,0,2,5,6,0,7,0,0,0,0,1,1,0,0.247,0.338,0.449,0.787,7,10,R,D.May(55),2207,167.0,3.23,0.938,5.4,0.2,3.0,6.4,2.13,D
395,12,Apr 12,True,LAD,"L,5-10",39,36,5,10,1,0,1,5,2,0,9,0,0,1,0,1,0,0,0.25,0.335,0.444,0.78,7,11,L,C.Kershaw(54),2194,177.0,4.03,1.063,6.8,1.3,2.7,9.4,3.43,C
396,13,Apr 14,False,DET,"L,5-7",47,43,5,11,1,0,2,5,3,0,13,1,0,0,1,2,0,0,0.251,0.334,0.442,0.776,11,12,L,J.Wentz(59),1602,63.0,5.81,1.685,11.2,2.1,4.0,8.3,2.09,J
397,14,Apr 15,False,DET,"L,6-7",47,42,6,9,1,0,2,6,5,0,12,0,0,0,0,0,0,0,0.247,0.331,0.437,0.768,10,13,R,M.Lorenzen(26),1603,122.0,3.86,1.098,7.6,0.9,2.3,7.1,3.07,M
398,15,Apr 17,False,MIA,"L,3-4",37,32,3,7,3,0,0,3,3,0,9,1,1,0,1,1,0,0,0.246,0.329,0.429,0.759,7,11,L,J.Luzardo(43),1755,129.0,3.55,1.215,8.2,1.1,2.8,10.5,3.78,J
399,16,Apr 18,False,MIA,"L,2-4",35,33,2,7,1,0,1,2,2,0,12,0,0,0,0,0,1,1,0.244,0.325,0.423,0.749,6,11,R,E.Cabrera(58),1757,109.0,4.43,1.445,7.0,1.0,6.0,10.7,1.79,E
400,17,Apr 19,False,MIA,"W,5-2",44,39,5,7,2,0,2,5,3,0,11,2,0,0,0,0,0,0,0.24,0.322,0.421,0.743,8,12,L,T.Rogers(51),1772,117.0,4.09,1.222,8.0,1.0,3.0,9.5,3.17,T
401,18,Apr 20,True,NYM,"L,4-9",37,33,4,7,0,0,2,3,4,0,5,0,0,0,0,1,1,0,0.238,0.321,0.42,0.74,6,9,R,K.Senga(41),2678,140.0,3.63,1.22,6.8,0.9,4.2,10.9,2.62,K
402,19,Apr 21,True,NYM,"L,0-7",31,29,0,5,1,0,0,0,2,0,12,0,0,0,0,3,0,0,0.235,0.317,0.41,0.727,4,9,L,J.Lucchesi(76),2690,145.0,4.22,1.307,8.5,0.8,3.3,6.2,1.88,J
403,20,Apr 22,True,NYM,"W,7-4",36,31,7,7,1,0,2,7,3,0,11,1,0,1,1,0,1,1,0.235,0.316,0.412,0.728,5,10,L,D.Peterson(32),2680,83.0,4.34,1.568,10.1,1.3,4.1,10.4,2.56,D
404,21,Apr 23,True,NYM,"W,5-4",35,31,5,8,2,0,1,5,2,0,10,2,0,0,0,1,1,0,0.236,0.317,0.412,0.73,6,12,R,T.Megill(35),2679,89.0,4.96,1.575,10.0,1.3,4.1,7.5,1.81,T
405,22,Apr 24,True,STL,"W,4-0",36,32,4,8,1,0,1,4,2,1,10,1,0,1,1,0,0,0,0.236,0.317,0.411,0.728,8,12,L,J.Montgomery(65),3867,128.0,3.73,1.248,8.6,0.9,2.6,8.0,3.09,J
406,23,Apr 25,True,STL,"W,5-4",35,33,5,9,1,0,2,4,2,0,9,0,0,0,0,1,1,0,0.238,0.317,0.414,0.731,4,9,R,J.Woodford(53),3879,71.0,6.61,1.741,11.5,2.1,4.2,5.5,1.32,J
407,24,Apr 26,True,STL,"W,7-3",43,38,7,13,2,1,2,6,5,0,11,0,0,0,1,0,3,0,0.243,0.322,0.423,0.744,12,10,L,S.Matz(42),3869,114.0,3.75,1.333,9.3,0.9,2.7,8.4,3.06,S
408,25,Apr 27,True,STL,"L,0-6",37,33,0,6,2,0,0,0,3,0,10,1,0,0,0,0,2,0,0.24,0.32,0.416,0.735,10,10,R,M.Mikolas(69),3866,92.0,4.27,1.316,10.1,1.2,1.7,6.1,3.51,M
409,26,Apr 29,False,SDP,"L,11-16",45,39,11,13,4,0,5,11,5,0,12,1,0,0,0,0,0,0,0.244,0.324,0.433,0.757,7,11,R,J.Musgrove(22),3436,138.0,3.52,1.14,8.3,0.9,1.9,9.0,4.62,J
410,27,Apr 30,False,SDP,"L,4-6",37,36,4,9,1,0,3,4,0,0,11,1,0,0,1,0,0,1,0.245,0.322,0.437,0.759,6,12,R,Y.Darvish(47),3434,93.0,4.03,1.298,8.8,1.2,2.8,9.3,3.28,Y
411,28,May 1,False,HOU,"L,3-7",35,32,3,5,0,0,2,3,3,0,9,0,0,0,0,0,0,0,0.242,0.319,0.434,0.753,5,9,R,L.García(48),1912,106.0,3.63,1.296,8.3,1.0,3.3,10.3,3.1,L
412,29,May 2,False,HOU,"W,2-0",39,29,2,7,1,0,0,2,9,0,7,0,1,0,0,2,1,2,0.242,0.323,0.429,0.752,10,11,R,H.Brown(46),1899,83.0,4.37,1.362,9.1,1.5,3.2,10.3,3.24,H
413,30,May 3,False,HOU,"W,4-2",34,30,4,7,1,0,1,4,2,0,12,1,1,0,0,3,1,0,0.241,0.322,0.427,0.75,3,12,L,F.Valdez(60),1897,122.0,3.5,1.126,7.5,0.9,2.6,9.1,3.51,F
414,31,May 5,True,MIL,"W,6-4",35,29,6,5,0,0,2,6,6,0,8,0,0,0,1,0,2,0,0.24,0.322,0.426,0.748,5,10,R,C.Burnes(52),2360,129.0,3.81,1.069,6.6,1.0,3.1,9.3,3.03,C
415,32,May 6,True,MIL,"W,4-1",31,30,4,6,1,0,2,4,1,0,5,0,0,0,0,0,0,0,0.238,0.319,0.426,0.746,3,9,R,C.Rea(55),2362,97.0,4.9,1.187,7.9,1.7,2.7,7.9,2.89,C
416,33,May 7,True,MIL,"L,3-7",40,39,3,13,2,0,1,3,1,0,14,0,0,0,0,1,0,0,0.242,0.32,0.428,0.748,10,11,R,A.Houser(46),2364,107.0,3.99,1.392,9.8,1.1,2.7,7.8,2.82,A
417,34,May 8,True,WSN,"L,1-5",33,29,1,6,1,0,1,1,3,0,6,1,0,0,0,4,0,0,0.241,0.32,0.425,0.745,5,10,R,J.Irvin(67),4477,92.0,5.3,1.421,8.8,1.5,4.0,7.4,1.83,J
418,35,May 9,True,WSN,"W,4-1",38,35,4,10,1,0,1,4,3,0,5,0,0,0,1,0,1,0,0.242,0.321,0.425,0.745,10,12,L,P.Corbin(49),4473,82.0,5.28,1.483,10.5,1.7,2.9,6.2,2.18,P
419,36,May 10,True,WSN,"L,6-11",39,34,6,8,2,0,2,6,5,0,4,0,0,0,0,0,0,0,0.242,0.321,0.426,0.747,6,10,R,J.Gray(58),4474,109.0,4.93,1.459,8.6,1.2,4.5,8.1,1.79,J
